country,year,energy_per_capita,gdp,primary_energy_consumption,energy_per_gdp,population,cumulative_cement_co2,methane,gas_co2,consumption_co2_per_capita,share_global_cumulative_flaring_co2,cumulative_coal_co2,land_use_change_co2,oil_co2_per_capita,share_global_co2_including_luc,share_global_cumulative_coal_co2,share_global_other_co2,co2_growth_prct,coal_co2_per_capita,cumulative_oil_co2,share_global_cumulative_other_co2,co2_per_capita,other_industry_co2,share_global_cumulative_cement_co2,trade_co2,land_use_change_co2_per_capita,nitrous_oxide,co2,co2_per_unit_energy,cement_co2_per_capita,consumption_co2_per_gdp,methane_per_capita,co2_including_luc_growth_prct,temperature_change_from_co2,co2_including_luc_growth_abs,share_global_luc_co2,temperature_change_from_n2o,flaring_co2,share_global_cumulative_co2_including_luc,cumulative_co2,oil_co2,cumulative_flaring_co2,share_global_cumulative_luc_co2,co2_including_luc_per_capita,temperature_change_from_ch4,share_global_gas_co2,co2_including_luc_per_unit_energy,share_global_cumulative_oil_co2,flaring_co2_per_capita,share_global_oil_co2,temperature_change_from_ghg,share_global_cumulative_gas_co2,ghg_excluding_lucf_per_capita,total_ghg_excluding_lucf,cumulative_luc_co2,share_of_temperature_change_from_ghg,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cumulative_co2,coal_co2,consumption_co2,share_global_flaring_co2,cement_co2,co2_per_gdp,co2_including_luc_per_gdp,co2_growth_abs,co2_including_luc,other_co2_per_capita,share_global_coal_co2,cumulative_gas_co2,total_ghg,nitrous_oxide_per_capita,gas_co2_per_capita,cumulative_co2_including_luc,share_global_cement_co2,ghg_per_capita,renewables_cons_change_pct,coal_prod_change_pct,hydro_cons_change_twh,net_elec_imports,solar_cons_change_twh,hydro_elec_per_capita,fossil_electricity,oil_consumption,gas_prod_per_capita,other_renewable_exc_biofuel_electricity,biofuel_elec_per_capita,oil_prod_per_capita,gas_prod_change_twh,gas_energy_per_capita,gas_prod_change_pct,other_renewables_elec_per_capita,oil_cons_change_pct,low_carbon_cons_change_pct,coal_prod_change_twh,solar_electricity,gas_electricity,oil_energy_per_capita,fossil_energy_per_capita,electricity_share_energy,fossil_cons_change_twh,hydro_consumption,biofuel_cons_per_capita,wind_energy_per_capita,other_renewables_share_energy,energy_cons_change_twh,per_capita_electricity,wind_share_energy,fossil_elec_per_capita,renewables_electricity,solar_elec_per_capita,low_carbon_energy_per_capita,nuclear_share_energy,nuclear_elec_per_capita,low_carbon_share_elec,other_renewable_electricity,gas_share_elec,coal_cons_per_capita,oil_elec_per_capita,fossil_share_elec,biofuel_cons_change_twh,nuclear_electricity,other_renewables_cons_change_pct,oil_share_elec,renewables_share_elec,other_renewables_share_elec_exc_biofuel,net_elec_imports_share_demand,hydro_share_energy,oil_share_energy,wind_elec_per_capita,low_carbon_electricity,oil_production,other_renewable_consumption,gas_production,solar_consumption,fossil_cons_change_pct,greenhouse_gas_emissions,gas_cons_change_twh,gas_elec_per_capita,hydro_energy_per_capita,low_carbon_cons_change_twh,solar_energy_per_capita,coal_share_energy,hydro_electricity,coal_production,oil_prod_change_twh,coal_cons_change_twh,energy_cons_change_pct,wind_cons_change_twh,gas_share_energy,oil_electricity,biofuel_consumption,carbon_intensity_elec,nuclear_consumption,low_carbon_share_energy,oil_cons_change_twh,nuclear_energy_per_capita,biofuel_share_energy,other_renewables_elec_per_capita_exc_biofuel,fossil_fuel_consumption,coal_electricity,gas_cons_change_pct,renewables_elec_per_capita,renewables_consumption,hydro_share_elec,biofuel_share_elec,other_renewables_share_elec,wind_consumption,oil_prod_change_pct,low_carbon_consumption,hydro_cons_change_pct,solar_cons_change_pct,solar_share_elec,wind_share_elec,coal_cons_change_pct,wind_cons_change_pct,coal_prod_per_capita,nuclear_cons_change_twh,electricity_generation,nuclear_share_elec,electricity_demand_per_capita,renewables_energy_per_capita,nuclear_cons_change_pct,coal_elec_per_capita,other_renewables_energy_per_capita,renewables_cons_change_twh,gas_consumption,wind_electricity,renewables_share_energy,low_carbon_elec_per_capita,coal_consumption,biofuel_electricity,solar_share_energy,electricity_demand,other_renewables_cons_change_twh,biofuel_cons_change_pct,fossil_share_energy,coal_share_elec
Russia,1986,67509.156,1840205266944.0,9724.456,5.284,144807816.0,872.061,516.992,603.894,,3.246,28660.539,352.382,5.554,10.333,7.111,,0.017,6.174,18284.98,,16.221,,8.423,,2.433,139.578,2348.928,0.242,0.244,,3.57,-0.194,0.057,-5.257,6.375,0.003,11.393,11.576,56785.105,804.309,240.859,16.307,18.654,0.018,19.82,0.278,7.835,0.079,9.382,0.078,13.447,19.0,2751.345,103126.844,8.585,,,11.394,7.882,893.978,,6.688,35.353,1.276,1.468,0.392,2701.31,,10.743,8726.666,3232.795,0.964,4.17,156084.078,7.992,22.325,2.883,3.427,13.617,,,1134.821,731.848,2971.359,32112.354,,,45308.617,376.859,25006.811,8.87,,1.195,4.057,74.057,,469.814,20627.779,62063.043,11.201,138.946,485.925,,,,169.317,6915.375,,5053.924,,,5446.106,3.07,726.629,,,46.916,16428.453,814.839,73.082,,105.221,,11.783,,,,4.997,30.556,,,6526.547,,4625.671,,1.579,,41.295,3244.396,3373.39,30.371,,24.335,164.331,2234.977,219.528,62.576,1.772,,37.042,117.995,,,298.568,8.067,35.075,2072.717,,,8939.963,144.039,1.16,,485.925,16.41,,,,3.481,784.492,2.883,,,,2.716,,15515.664,16.754,1001.4,10.507,,3373.39,5.945,994.689,,13.617,3602.143,,4.997,,2366.461,,,,,,91.933,14.384
Russia,1987,69110.766,1838644461568.0,10042.625,5.462,146147382.0,907.702,525.571,701.871,,3.314,29561.428,369.05,4.852,10.256,7.182,,0.383,6.164,18994.051,,16.134,,8.395,,2.525,139.963,2357.92,0.235,0.244,,3.596,0.95,0.059,25.66,6.911,0.003,10.45,11.551,59143.027,709.069,251.309,16.228,18.659,0.019,21.214,0.272,7.849,0.072,8.203,0.08,13.824,18.934,2767.086,103495.891,8.595,,,11.096,7.974,900.889,,6.385,35.642,1.282,1.483,8.993,2726.97,,10.477,9428.537,3273.885,0.958,4.802,158811.047,7.764,22.401,-1.097,0.811,-5.332,,,1112.082,760.07,2995.656,34446.379,,,45578.23,379.801,26219.215,8.211,,0.818,6.558,18.115,,487.931,20615.336,63368.383,11.374,268.224,480.593,,,,318.169,7166.057,,5200.71,,,5742.385,3.523,853.264,,,46.589,16533.83,838.506,72.574,,124.702,,11.701,,,,4.786,29.829,,,6623.064,,5005.473,,3.0,,207.824,3338.626,3307.318,49.945,,23.924,162.528,2253.092,96.518,36.103,3.272,,37.938,122.545,,,353.844,8.309,24.297,2435.066,,,9208.188,149.593,5.769,,480.593,15.519,,,,1.479,834.438,-1.097,,,,1.526,,15505.201,55.277,1047.3,11.907,,3307.318,18.514,1023.579,,-5.332,3809.967,,4.786,,2402.564,,,,,,91.691,14.284
Russia,1988,69764.812,1868131598336.0,10218.061,5.47,147364493.0,943.573,530.987,750.139,,3.531,30477.441,379.132,4.831,10.332,7.248,,3.351,6.216,19705.98,,16.537,,8.354,,2.573,137.144,2436.935,0.238,0.243,,3.603,3.267,0.06,89.097,7.332,0.003,22.982,11.527,61579.961,711.931,274.291,16.156,19.11,0.019,21.634,0.276,7.852,0.156,7.944,0.081,14.202,19.369,2854.3,103875.023,8.609,,,11.034,8.063,916.013,,12.328,35.871,1.304,1.507,79.015,2816.067,,10.299,10178.677,3369.383,0.931,5.09,161627.109,7.428,22.864,-0.987,3.213,-4.744,,,1092.011,769.763,2972.012,37032.195,,,45163.879,418.425,27450.783,8.359,,-0.789,2.962,72.403,,494.154,20291.703,63904.105,11.384,151.488,475.849,,,,175.436,7230.374,,5223.53,,,5860.712,3.744,914.833,,,46.378,16161.621,842.185,72.244,,134.814,,11.648,,,,4.657,29.086,,,6614.9,,5423.898,,1.645,,210.595,3353.275,3248.908,23.948,,23.166,160.924,2325.495,-8.165,-35.462,1.747,,39.348,124.108,,,382.536,8.401,-23.644,2611.803,,,9359.676,151.501,5.527,,475.849,15.103,,,,-0.123,858.385,-0.987,,,,-1.476,,15877.544,28.692,1065.5,12.653,,3248.908,8.109,1028.07,,-4.744,4020.562,,4.657,,2367.102,,,,,,91.599,14.219
Russia,1989,69605.836,1881091604480.0,10255.829,5.452,148281863.0,979.367,533.885,749.211,,3.746,31359.951,290.563,4.821,9.859,7.303,,-1.318,5.952,20420.881,,16.218,,8.308,,1.96,132.013,2404.825,0.234,0.241,,3.6,-4.285,0.061,-120.679,5.866,0.003,22.41,11.495,63984.789,714.899,296.701,16.078,18.177,0.019,20.574,0.263,7.852,0.151,7.84,0.083,14.51,19.035,2822.491,104165.586,8.62,,,10.742,8.139,882.512,,14.766,35.794,1.278,1.433,-32.11,2695.388,,9.924,10927.888,3249.832,0.89,5.053,164322.516,7.257,21.917,-0.744,-3.806,-3.541,,,1077.178,780.436,3027.456,38434.512,,,43588.457,239.101,27693.053,4.408,,1.866,0.111,-88.515,,501.005,20547.203,63774.695,11.456,36.984,472.308,,,,37.769,7259.824,,5263.191,,,5831.15,3.772,919.455,,,46.54,15534.438,848.579,72.497,,136.338,,11.689,,,,4.605,29.519,,,6422.389,,5662.999,,0.395,,59.774,3378.736,3205.532,0.785,,22.318,159.726,2236.98,-192.511,-78.234,0.37,,39.786,125.829,,,386.862,8.377,55.444,2625.618,,,9396.659,153.602,1.487,,472.308,14.838,,,,-2.91,859.17,-0.744,,,,-3.305,,15182.28,4.326,1076.5,12.665,,3205.532,1.131,1035.876,,-3.541,4080.336,,4.605,,2288.867,,,,,,91.623,14.269
Russia,1990,68079.156,1834865131520.0,10076.103,5.491,148979538.0,1013.976,537.094,788.193,13.71,4.033,32114.16,315.962,5.962,10.295,7.33,16.936,5.465,5.062,21309.121,2.03,17.024,37.776,8.255,-493.804,2.121,124.066,2536.248,0.252,0.232,1.113,3.605,5.818,0.062,156.821,6.349,0.003,33.222,11.472,66521.031,888.24,329.923,16.004,19.145,0.02,20.708,0.283,7.912,0.223,9.609,0.085,14.808,19.812,2951.55,104481.555,8.636,37.776,-19.47,11.159,8.224,754.207,2042.443,12.837,34.609,1.382,1.554,131.422,2852.21,0.254,8.666,11716.081,3406.328,0.833,5.291,167174.719,7.001,22.864,4.498,-3.527,21.053,,,1119.923,796.964,2984.632,40511.277,,,40537.711,332.901,27985.072,5.879,0.436,-1.415,-3.658,-78.904,0.0,511.616,20165.656,62475.945,11.353,-149.864,493.361,,0.0,0.002,-179.726,7264.087,0.0,5349.491,166.911,0.0,5603.211,3.332,794.237,26.357,0.065,47.276,14325.215,862.493,73.643,,118.325,,11.873,15.423,,,4.896,29.621,0.0,285.236,5999.812,0.198,5995.9,0.0,-1.595,,61.614,3434.136,3333.39,-29.863,0.0,21.042,166.846,2158.076,-422.577,-168.654,-1.752,,41.107,128.494,,,335.749,8.23,-42.824,2268.487,,,9246.796,156.855,1.51,1120.36,493.558,15.417,,0.006,0.0,-6.58,829.307,4.457,,0.0,0.0,-7.368,,14581.034,-51.113,1082.2,10.934,,3334.724,-13.212,1052.861,1.335,21.25,4141.95,0.0,4.898,1914.597,2120.213,,0.0,,,,91.77,14.494
Russia,1991,66946.992,1782589423616.0,9938.643,5.575,149448434.0,1046.813,514.678,754.959,13.906,4.3,32819.555,298.399,5.65,9.608,7.347,16.457,-5.106,4.72,22153.572,3.528,16.104,35.485,8.184,-328.509,1.997,113.445,2406.756,0.242,0.22,1.166,3.444,-5.156,0.063,-147.055,6.004,0.003,33.629,11.437,68927.789,844.452,363.552,15.928,18.101,0.02,19.518,0.272,7.939,0.225,8.702,0.086,15.028,18.753,2802.591,104779.945,8.638,73.26,-13.649,10.38,8.284,705.395,2078.246,12.272,32.837,1.35,1.518,-129.492,2705.155,0.237,8.187,12471.039,3244.497,0.759,5.052,169879.859,6.46,21.71,0.748,-8.039,3.691,,0.0,1124.763,780.021,2908.479,39831.047,,,36188.703,-82.766,28625.082,-1.38,0.435,-2.552,1.019,-173.492,0.0,501.311,19591.598,61304.188,11.377,-145.858,497.052,,0.0,0.002,-137.461,7147.373,0.0,5219.331,168.159,0.0,5642.807,3.426,802.844,26.976,0.065,46.932,13087.506,829.54,73.024,,119.984,0.0,11.606,15.743,,,5.001,29.264,0.0,288.143,5372.409,0.197,5913.134,0.0,-1.577,,107.598,3354.41,3348.158,8.398,0.0,19.549,168.094,1984.585,-627.403,-177.302,-1.364,0.0,42.758,123.973,,,340.456,8.429,-76.153,2293.321,,,9100.938,154.736,2.598,1125.198,497.249,15.737,,0.006,0.0,-10.457,837.705,0.748,,0.0,0.0,-8.362,,13368.221,4.707,1068.163,11.233,,3349.486,1.402,1035.38,1.328,3.691,4249.548,0.0,5.003,1928.042,1942.911,,0.0,,-0.0,,91.571,14.486
Russia,1992,64323.957,1557839216640.0,9566.619,6.141,148915993.0,1073.531,481.473,774.35,5.215,4.496,33341.156,186.755,3.931,7.749,7.325,14.373,-18.292,3.503,22738.959,4.551,13.205,31.076,8.059,-1189.976,1.254,108.807,1966.505,0.206,0.179,0.498,3.233,-20.402,0.064,-551.895,3.552,0.003,27.375,11.369,70894.297,585.385,390.928,15.83,14.46,0.02,19.745,0.225,7.889,0.184,6.357,0.087,15.24,15.704,2338.603,104966.703,8.612,104.336,-60.512,8.729,8.296,521.601,776.529,11.324,26.717,1.262,1.382,-440.251,2153.259,0.209,6.202,13245.389,2695.619,0.731,5.2,172033.125,5.047,18.102,2.675,-4.108,13.306,,0.0,1159.003,714.351,2777.474,39820.516,,,31186.023,9.196,27657.977,0.156,0.423,-4.504,1.437,-81.519,0.0,460.187,18675.158,58608.805,11.194,-384.308,510.359,,0.0,0.002,-372.022,6771.941,0.0,4797.008,172.657,0.0,5715.156,3.548,803.312,28.983,0.063,45.633,12275.671,671.87,70.837,,119.626,-3.077,9.921,17.121,,,5.335,29.033,0.0,292.283,4638.16,0.191,5922.33,0.0,-4.223,,-136.099,3090.25,3431.545,12.285,0.0,19.084,172.594,1903.066,-734.249,-117.204,-3.743,0.0,42.998,100.052,,,339.441,8.885,-131.005,2282.328,,,8716.63,154.111,-3.203,1159.426,510.549,17.115,,0.006,0.0,-13.667,849.99,2.677,,0.0,0.0,-6.032,,12795.819,-1.015,1008.45,11.862,,3432.828,-0.298,1034.889,1.283,13.3,4113.449,0.0,5.337,1962.738,1825.707,,0.0,,-0.006,,91.115,15.282
Russia,1993,59901.234,1453307985920.0,8919.131,6.137,148135419.0,1095.526,456.843,781.669,7.517,4.625,33848.672,75.205,3.443,7.003,7.3,10.868,-5.074,3.426,23248.949,5.095,12.602,23.494,7.897,-753.26,0.508,98.629,1866.729,0.209,0.148,0.766,3.084,-9.814,0.065,-211.325,1.512,0.003,22.063,11.291,72761.023,509.992,412.99,15.723,13.109,0.02,19.42,0.218,7.816,0.149,5.533,0.088,15.425,14.957,2215.646,105041.914,8.575,127.83,-40.352,8.203,8.293,507.516,1113.469,9.437,21.995,1.284,1.336,-99.776,1941.934,0.159,5.963,14027.059,2471.992,0.666,5.277,173975.062,3.983,16.687,0.98,-9.813,5.012,,0.0,1176.552,660.445,2316.029,38187.328,,,27718.412,-236.341,27545.75,-3.991,0.405,-16.614,0.428,-186.749,0.0,429.168,15554.541,54167.449,11.444,-651.244,515.371,,0.0,0.002,-647.489,6457.519,0.0,4458.39,174.349,0.0,5733.781,3.792,804.575,30.686,0.06,44.865,11067.158,559.526,69.042,,119.186,-4.762,8.665,18.226,,,5.778,25.967,0.0,293.535,4127.196,0.182,5685.989,0.0,-7.471,,-11.962,2897.135,3461.25,3.754,0.0,18.476,174.289,1716.317,-510.964,-177.837,-6.768,0.0,45.985,82.886,,,338.192,9.572,-461.445,2271.311,,,8065.386,148.392,-0.291,1176.957,515.552,18.22,,0.006,0.0,-11.017,853.744,0.982,,0.0,0.0,-9.741,,11526.851,-1.249,956.587,12.46,,3462.47,-0.368,1001.729,1.22,5.003,4101.487,0.0,5.78,1981.532,1647.87,,0.0,,-0.009,,90.428,15.513
Russia,1994,54683.012,1297672699904.0,8138.424,6.272,148200736.0,1112.001,426.241,732.937,7.938,4.67,34303.34,101.053,2.745,6.055,7.264,8.371,-11.735,3.068,23655.75,5.356,11.118,18.116,7.689,-471.238,0.682,85.127,1647.665,0.202,0.111,0.907,2.876,-9.95,0.066,-193.217,1.716,0.003,18.667,11.194,74408.688,406.8,431.657,15.601,11.8,0.02,18.046,0.215,7.713,0.126,4.397,0.089,15.537,13.307,1972.18,105142.961,8.518,145.946,-28.6,7.166,8.264,454.67,1176.427,5.932,16.475,1.27,1.348,-219.065,1748.718,0.122,5.312,14759.995,2249.906,0.574,4.946,175723.781,2.795,15.181,0.939,-11.002,4.841,,0.0,1187.08,599.497,2046.037,37525.125,,,24816.596,-101.158,25890.102,-1.779,0.412,-11.658,-6.721,-188.835,0.0,363.742,13747.561,49321.422,11.504,-724.922,520.211,,0.0,0.002,-780.707,5910.324,0.0,4045.174,175.987,0.0,5361.59,3.411,660.051,31.26,0.061,41.527,9683.758,494.4,68.443,,97.82,1.667,8.365,20.092,,,6.392,25.14,0.0,273.807,3693.432,0.184,5584.831,0.0,-8.988,,-248.286,2454.39,3495.36,-55.784,0.0,17.709,175.926,1527.482,-433.764,-206.645,-8.753,0.0,47.346,73.27,,,277.566,9.805,-269.991,1864.996,,,7340.464,162.485,-6.054,1187.491,520.395,20.085,,0.007,0.0,-10.51,797.961,0.939,,0.0,0.0,-12.54,,10263.327,-60.626,875.914,11.168,,3496.594,-17.927,1096.383,1.234,4.843,3853.201,0.0,6.394,1847.542,1441.225,,0.0,,0.002,,90.195,18.55
Russia,1995,51845.484,1274033471488.0,7702.033,6.045,148291405.0,1128.647,409.42,699.582,7.88,4.719,34782.383,-5.101,2.608,5.575,7.231,7.911,-1.696,3.23,24042.543,5.549,10.923,17.687,7.482,-451.125,-0.034,80.771,1619.727,0.21,0.112,0.917,2.761,-7.668,0.067,-134.092,-0.094,0.003,19.977,11.093,76028.422,386.793,451.634,15.475,10.888,0.02,16.585,0.21,7.607,0.135,4.143,0.09,15.582,13.097,1942.115,105137.867,8.45,163.633,-27.852,6.883,8.229,479.041,1168.603,6.122,16.646,1.271,1.267,-27.937,1614.626,0.119,5.441,15459.577,2107.94,0.545,4.718,177338.406,2.67,14.215,0.186,-5.045,0.973,,0.0,1188.574,581.632,1785.45,36429.969,,,24327.359,-172.888,25070.783,-3.096,0.398,-12.736,0.745,-77.062,0.0,353.544,12018.581,46434.879,11.988,-442.217,521.185,,0.0,0.002,-436.391,5799.576,0.0,3922.225,176.314,0.0,5410.607,3.667,671.192,32.074,0.059,41.109,9345.514,457.153,67.63,,99.532,-3.279,7.883,20.501,,,6.767,23.182,0.0,275.846,3614.011,0.178,5411.943,0.0,-6.024,,-128.75,2384.119,3508.304,5.825,0.0,18.026,176.255,1450.419,-79.421,-52.88,-5.362,0.0,48.357,67.792,,,282.424,10.436,-260.588,1901.106,,,6898.247,160.296,-3.341,1188.972,521.362,20.494,,0.007,0.0,-2.15,803.786,0.187,,0.0,0.0,-3.669,,9763.356,4.858,860.027,11.573,,3509.5,1.75,1080.953,1.196,0.967,3724.452,0.0,6.769,1860.164,1388.346,,0.0,,-0.006,,89.564,18.638
Russia,1996,50010.332,1256336523264.0,7413.202,5.901,148084580.0,1141.37,390.116,699.775,8.467,4.756,35259.848,483.438,2.44,6.839,7.195,6.923,-2.032,3.224,24403.873,5.646,10.716,15.372,7.26,-333.003,3.265,76.986,1586.822,0.214,0.086,0.998,2.634,28.219,0.068,455.634,8.04,0.003,20.154,11.014,77615.234,361.332,471.789,15.41,13.98,0.02,15.887,0.279,7.493,0.136,3.756,0.091,15.595,12.828,1899.571,105621.297,8.393,179.005,-20.985,6.541,8.186,477.466,1253.82,5.752,12.723,1.263,1.648,-32.905,2070.26,0.104,5.29,16159.352,2490.945,0.52,4.726,179408.672,1.999,16.821,-12.448,-3.122,-64.895,,0.0,1042.033,581.25,1539.509,37260.27,,,23762.611,111.273,25265.768,2.056,0.385,-13.775,-4.515,-45.283,0.0,364.111,10385.712,44843.988,12.259,-250.87,456.29,,0.0,0.002,-288.831,5720.942,0.0,3925.12,154.366,0.0,5166.345,4.173,736.242,31.09,0.057,42.979,9192.509,381.592,68.61,,109.026,-3.39,6.67,18.221,,,6.155,20.767,0.0,263.392,3522.413,0.172,5523.217,0.0,-3.637,,20.779,2458.806,3078.186,-37.961,0.0,18.381,154.309,1405.137,-91.598,-25.709,-3.75,0.0,50.521,56.508,,,309.363,10.331,-245.94,2086.999,,,6647.377,160.631,0.558,1042.418,456.462,18.214,,0.007,0.0,-2.535,765.825,-12.451,,0.0,0.0,-1.852,,9479.217,26.939,847.183,12.869,,3079.347,9.539,1084.722,1.16,-64.9,3745.231,0.0,6.157,1778.66,1362.637,,0.0,,-0.006,,89.669,18.961
Russia,1997,47390.879,1303661510656.0,7011.005,5.378,147853772.0,1153.644,370.158,669.233,7.967,4.805,35671.848,75.854,2.387,4.898,7.148,6.231,-6.59,2.787,24756.83,5.684,10.025,13.943,7.041,-304.256,0.513,70.724,1482.245,0.211,0.083,0.904,2.504,-24.739,0.068,-512.162,1.024,0.003,21.843,10.896,79097.477,352.956,493.632,15.256,10.538,0.02,15.138,0.222,7.381,0.148,3.615,0.092,15.576,12.074,1785.131,105697.156,8.308,192.948,-20.527,6.074,8.133,411.997,1177.988,6.192,12.273,1.137,1.195,-104.578,1558.098,0.094,4.589,16828.584,1987.878,0.478,4.526,180966.766,1.853,13.445,2.024,-3.998,9.241,,0.0,1064.796,565.682,1526.908,35388.523,,,24167.199,-287.84,23347.865,-5.211,0.386,-0.819,0.986,-56.173,0.0,356.868,10321.13,42161.953,12.826,-409.939,465.531,,0.0,0.002,-402.197,5641.597,0.0,3825.959,157.491,0.0,5228.925,4.391,733.82,31.888,0.057,42.783,8492.959,350.294,67.817,,108.498,0.0,6.209,18.881,,,6.64,21.779,0.0,265.989,3575.295,0.172,5235.377,0.0,-6.167,,-291.148,2413.653,3146.754,7.742,0.0,17.921,157.434,1348.964,52.882,-106.189,-5.425,0.0,49.267,51.792,,,307.865,11.034,-12.602,2081.011,,,6237.438,157.022,-7.774,1065.181,465.702,18.874,,0.007,0.0,1.501,773.567,2.025,,0.0,0.0,-7.793,,9118.318,-1.498,834.131,13.007,,3147.914,-0.484,1062.012,1.16,9.24,3454.083,0.0,6.642,1799.001,1256.448,,0.0,,-0.0,,88.966,18.825
Russia,1998,47388.211,1263722561536.0,6997.946,5.538,147635542.0,1165.566,361.879,673.399,7.149,4.858,36072.477,2.436,2.341,4.82,7.104,5.386,-1.146,2.714,25102.402,5.666,9.925,11.88,6.839,-409.765,0.017,65.292,1465.253,0.209,0.081,0.835,2.451,-5.802,0.069,-90.409,0.04,0.003,21.849,10.787,80562.734,345.571,515.48,15.123,9.941,0.02,15.073,0.21,7.269,0.148,3.496,0.092,15.556,11.955,1764.916,105699.594,8.227,204.828,-27.965,6.029,8.082,400.631,1055.489,6.493,11.923,1.159,1.161,-16.991,1467.69,0.08,4.586,17501.984,1898.417,0.442,4.561,182434.453,1.806,12.859,0.676,-6.156,3.143,,0.0,1073.57,562.42,1462.641,36654.457,,,23968.369,177.486,24349.131,3.39,0.393,-4.209,-1.397,-83.038,0.0,346.504,9904.612,42220.352,12.731,-2.644,468.674,,0.0,0.002,-13.058,5602.705,0.0,3809.516,158.555,0.0,5167.865,4.206,702.534,31.708,0.058,41.891,7966.608,358.608,67.994,,103.719,1.754,6.401,19.169,,,6.697,20.901,0.0,262.274,3539.474,0.175,5412.863,0.0,-0.042,,141.62,2347.022,3173.734,-10.414,0.0,16.811,158.497,1265.925,-35.821,-79.997,-0.186,0.0,51.382,52.943,,,294.304,10.905,-64.267,1992.949,,,6234.794,162.973,4.1,1073.963,468.848,19.162,,0.007,0.0,-1.002,763.153,0.675,,0.0,0.0,-6.367,,8572.507,-13.56,827.158,12.539,,3174.916,-4.405,1103.886,1.182,3.146,3595.702,0.0,6.7,1776.497,1176.451,,0.0,,0.003,,89.095,19.703
Russia,1999,48097.676,1375023529984.0,7086.538,5.154,147241973.0,1178.739,364.022,686.577,6.868,4.928,36479.938,52.345,2.38,5.012,7.061,5.9,1.974,2.767,25452.795,5.679,10.148,12.937,6.646,-482.903,0.356,65.246,1494.179,0.211,0.089,0.735,2.472,5.371,0.07,78.834,0.872,0.003,23.633,10.684,82056.914,350.395,539.114,15.001,10.503,0.02,14.882,0.218,7.161,0.161,3.457,0.093,15.53,12.271,1806.864,105751.938,8.15,217.764,-32.319,6.012,8.031,407.464,1011.276,7.162,13.173,1.087,1.125,28.925,1546.524,0.088,4.597,18188.562,1966.774,0.443,4.663,183980.984,1.902,13.357,1.258,8.232,5.899,,0.0,1089.989,560.877,1495.316,36950.344,,,24056.867,31.267,24329.775,0.578,0.394,2.234,7.683,104.205,0.0,358.634,10148.994,42528.328,12.923,31.176,474.573,,0.0,0.002,88.591,5747.174,0.0,3809.221,160.55,0.0,5569.348,4.88,827.713,33.375,0.058,42.38,8049.557,277.788,66.28,,121.874,0.0,4.833,18.972,,,6.697,21.101,0.0,282.424,3544.452,0.175,5444.13,0.0,0.5,,-11.041,2435.676,3221.018,57.415,0.0,16.736,160.492,1370.13,4.978,9.542,1.266,0.0,50.584,40.902,,,345.819,11.579,32.675,2347.141,,,6265.97,161.341,-0.307,1090.382,474.748,18.966,,0.007,0.0,0.141,820.568,1.259,,0.0,0.0,0.811,,9299.334,51.515,846.225,14.402,,3222.207,17.504,1095.757,1.189,5.9,3584.661,0.0,6.699,1918.095,1185.993,,0.0,,0.001,,88.421,19.066
Russia,2000,49127.297,1547057496064.0,7214.09,4.663,146717784.0,1193.851,368.456,681.631,6.791,4.987,36906.949,-6.453,2.164,4.78,7.019,6.522,-1.006,2.91,25770.314,5.724,10.082,14.11,6.467,-482.844,-0.044,67.902,1479.142,0.205,0.103,0.644,2.511,-4.774,0.07,-73.834,-0.122,0.003,23.764,10.58,83536.062,317.516,562.878,14.888,10.038,0.02,14.351,0.204,7.046,0.162,3.091,0.093,15.484,12.262,1799.062,105745.484,8.07,231.874,-32.643,5.798,7.977,427.01,996.299,6.847,15.113,0.956,0.952,-15.036,1472.69,0.096,4.64,18870.191,1885.174,0.463,4.646,185453.656,2.087,12.849,2.247,3.149,10.598,-14.06,0.0,1118.338,582.89,1465.806,36573.023,,0.545,25870.48,-73.57,24937.293,-1.351,0.539,-1.973,4.408,43.147,0.0,370.37,9982.006,43295.871,13.194,91.806,485.171,,0.038,0.003,127.553,5982.644,0.0,3972.867,164.16,0.0,5831.425,5.141,890.894,33.593,0.079,42.195,8376.573,251.503,66.407,,130.71,36.379,4.204,18.702,,-1.628,6.725,20.319,0.0,294.87,3798.947,0.232,5370.56,0.0,1.465,412.59,77.252,2524.371,3303.97,35.747,0.0,17.051,164.08,1413.278,254.495,44.064,1.8,0.006,50.761,36.9,,470.049,370.906,11.87,-29.51,2525.834,,,6357.776,175.62,2.155,1118.883,485.409,18.693,0.009,0.009,0.006,7.18,856.315,2.233,,0.0,0.0,3.715,,9624.292,25.086,877.76,14.891,5886.814,3305.59,7.254,1196.992,1.582,10.661,3661.913,0.0,6.729,2009.777,1230.057,0.08,0.0,863.7,0.057,,88.13,20.008
